              instance      n    k       time        ttb  cons_bal   cons_cmp     bal       cmp   repl   feas        seed
  del-n2500-k25-s15827   2500   25  1800.0003   604.2537    2.1276  1000.4828  0.0000  313.8797   5282   4424   941485894
  del-n2500-k25-s15827   2500   25  1800.0002   142.3403    0.2652   396.7516  0.0000  314.2284   5412   4529   855847065
  del-n2500-k25-s15827   2500   25  1800.0001  1213.2731    1.0338   416.6110  0.0000  310.5903   5277   4341   589879623
  del-n2500-k25-s15827   2500   25  1800.0002  1632.2537    1.2901   369.9419  0.0000  317.5020   5288   4380  1768606477
  del-n2500-k25-s15827   2500   25  1800.0002  1582.8952    3.9666   393.3727  0.0000  302.2895   5360   4416   638533377
  del-n2500-k25-s15827   2500   25  1800.0002  1052.7133    1.4407   570.0705  0.0000  291.2756   5274   4421  2614419264
  del-n2500-k25-s15827   2500   25  1800.0002  1328.9774    4.9773   436.9128  0.0000  303.7199   5264   4347   118753225
  del-n2500-k25-s15827   2500   25  1800.0085   439.1600    1.7909   485.2998  0.0000  306.1684   5339   4402  4033904266
  del-n2500-k40-s32424   2500   40  1800.0003  1108.0916    3.8420   289.7598  0.0000  262.9271   6536   1250  2952049956
  del-n2500-k40-s32424   2500   40  1800.0003   112.6516    4.6071   347.7565  0.0000  268.8544   6550   1234  2266486685
  del-n2500-k40-s32424   2500   40  1800.0003   507.2834    5.7006   437.6040  0.0000  283.4241   6549   1229   405797454
  del-n2500-k40-s32424   2500   40  1800.0003   188.6817    5.6616   278.4064  0.0000  259.9722   6615   1244   299900091
  del-n2500-k40-s32424   2500   40  1800.0002   782.2472    3.4706   404.9680  0.0000  267.2144   6577   1236  1707691077
  del-n2500-k40-s32424   2500   40  1800.0002  1711.5667    4.7786   344.2534  0.0000  277.1702   6578   1230  4280383464
  del-n2500-k40-s32424   2500   40  1800.0002   789.0305    4.6426   303.1982  0.0000  281.4132   6591   1265  1176682949
  del-n2500-k40-s32424   2500   40  1800.0002  1799.7710    4.2145   311.1460  0.0000  264.2562   6645   1259  2126605560
  del-n2500-k40-s32424   2500   40  1800.0003  1171.6439   11.5160   388.4107  0.0000  266.3033   6586   1240  3879574284
  del-n2500-k40-s32424   2500   40  1800.0003  1472.0481    6.0166   384.2560  0.0000  273.0205   6569   1323  2693532840
  del-n5000-k25-s33654   5000   25  1800.0003    88.2969    2.0391   387.9625  0.0000  319.6377   2937   2880  2536666322
  del-n5000-k25-s33654   5000   25  1800.0002  1185.6606    2.0088   374.2077  0.0000  326.3627   2918   2852   545078509
  del-n5000-k25-s33654   5000   25  1800.0001    98.9294    0.1619   417.9378  0.0000  296.8749   2938   2867  2180581429
  del-n5000-k25-s33654   5000   25  1800.0002   575.4327    0.5159   408.9506  0.0000  328.0034   2980   2931  1009135526
  del-n5000-k25-s33654   5000   25  1800.0004   214.4796    1.8534   379.2782  0.0000  317.4079   2911   2853   164302265
  del-n5000-k25-s33654   5000   25  1800.0002   609.4398    2.8391   530.2606  0.0000  322.5692   2920   2868   553788418
  del-n5000-k25-s33654   5000   25  1800.0002   287.4334    4.5028   351.8850  0.0000  329.4459   2947   2904  2374680748
  del-n5000-k25-s33654   5000   25  1800.0004  1091.3967    2.5597   410.8104  0.0000  325.0825   2917   2866   320668497
