instance    n   k       time        ttb  cons_bal  cons_cmp     bal       cmp    repl    feas        seed
DT500-09  500  10  1800.0013    17.7647    3.5349  226.0715  0.0000  193.2010   97505   97502   680454309
DT500-09  500  10  1800.0012     0.7701    1.8159  261.9508  0.0000  193.2010   97614   97613  3535050490
DT500-09  500  10  1800.0015     2.9139    1.3140  239.1565  0.0000  193.2010   98273   98268  1718044256
DT500-09  500  10  1800.0012    10.6126    2.1668  267.8499  0.0000  193.2010   97356   97355  4213350037
DT500-09  500  10  1800.0013     2.2625    2.5437  272.8445  0.0000  193.2010   98223   98222    51289450
DT500-09  500  10  1800.0013     4.8722    4.4287  249.5727  0.0000  193.2010   97206   97202  1944824068
DT500-09  500  10  1800.0013     4.1772    0.6074  280.8431  0.0000  193.2010   97095   97092  1200192073
DT500-09  500  10  1800.0019     3.8051    0.4788  240.2591  0.0000  193.2010   97477   97471  3119741449
DT500-09  500  10  1800.0013     0.3251    0.8825  240.2591  0.0000  193.2010   97269   97264  1744933258
DT500-10  500  10  1800.0018    83.9564    2.3478  391.7948  0.0000  192.7962  144982  144975  3686852425
DT500-10  500  10  1800.0023    14.1654    1.3105  252.5295  0.0000  192.7962  144495  144495   278320847
DT500-10  500  10  1800.0019    15.6347    0.3780  314.8035  0.0000  192.7962  145572  145568  3748423436
DT500-10  500  10  1800.0019     2.6069    0.1402  260.1693  0.0000  192.7962  144380  144377  2804552746
DT500-10  500  10  1800.0018    34.8589    3.9431  256.9445  0.0000  192.7962  145219  145217  2940958801
DT500-10  500  10  1800.0017    41.4923    2.9335  275.7188  0.0000  192.7962  143458  143455   461631347
DT500-10  500  10  1800.0034     4.4968    3.7912  317.1241  0.0000  192.7962  144725  144719  1396317094
DT500-10  500  10  1800.0019    46.2009    1.4744  301.4509  0.0000  192.7962  144465  144461   484021589
DT500-10  500  10  1800.0019    94.0382    1.5691  314.8035  0.0000  192.7962  144733  144732  3367397987
DT500-10  500  10  1800.0035    27.7300    1.1243  314.8035  0.0000  192.7962  143562  143556   304995436
DT500-11  500  10  1800.0010    92.5327    1.8575  314.2137  0.0000  194.5860   78573   78572  2793396204
DT500-11  500  10  1800.0012    41.2266    2.5494  254.7002  0.0000  194.5860   78576   78576   938468473
DT500-11  500  10  1800.0010    99.9421    2.8448  246.9306  0.0000  194.5860   79099   79097   693747931
DT500-11  500  10  1800.0009    74.1077    1.6064  265.9793  0.0000  194.5860   78649   78647  3444337338
DT500-11  500  10  1800.0011     1.5234    0.7145  220.8864  0.0000  194.5860   78687   78685  1536731126
DT500-11  500  10  1800.0010   176.1235    1.5557  224.3556  0.0000  194.5860   78615   78614  2881281014
DT500-11  500  10  1800.0010    55.4910    0.0000  245.1509  0.0000  194.5860   78824   78823  2322229716
DT500-11  500  10  1800.0017    24.0795    0.0000  347.1795  0.0000  194.5860   78840   78837  3329834559
DT500-11  500  10  1800.0011    33.7704    3.8437  254.7002  0.0000  194.5860   79270   79267  3789972895
DT500-11  500  10  1800.0010   205.6484    0.8742  227.2572  0.0000  194.5860   79342   79340  2316192823
DT500-12  500  10  1800.0014    10.5779    0.9834  261.0887  0.0000  194.6975  109546  109545   224705737
DT500-12  500  10  1800.0013    56.1671    1.6617  263.1500  0.0000  194.6975  109444  109443  2033402504
DT500-12  500  10  1800.0014     8.0390    0.2059  255.3203  0.0000  194.6975  108716  108714  3338598480
DT500-12  500  10  1800.0014    56.1983    1.5856  236.9847  0.0000  194.6975  109150  109148  2713236531
DT500-12  500  10  1800.0014     3.3383    1.0256  236.7011  0.0000  194.6975  109721  109719  2807808837
DT500-12  500  10  1800.0015    25.9892    1.4691  242.9497  0.0000  194.6975  108500  108496   405148777
DT500-12  500  10  1800.0014    89.2373    0.5337  295.5711  0.0000  194.6975  109668  109666   520427649
DT500-12  500  10  1800.0014    28.1573    1.4084  255.5607  0.0000  194.6975  108893  108892   482640886
DT500-12  500  10  1800.0026    14.7680    0.9075  336.9136  0.0000  194.6975  110047  110046  4086171261
DT500-12  500  10  1800.0015     2.2351    0.1717  306.7593  0.0000  194.6975  109813  109811   263495703
DT500-13  500  10  1800.0013     1.6138    1.1113  240.5066  0.0000  194.2293   90386   90383  4253532305
DT500-13  500  10  1800.0027    23.3509    3.1032  294.7416  0.0000  194.2293   90582   90574  1305352515
DT500-13  500  10  1800.0020     9.0081    4.1064  235.1446  0.0000  194.2293   90448   90443  3902461155
DT500-13  500  10  1800.0012   104.4866    1.1285  250.4924  0.0000  194.2293   90341   90332  2554996976
DT500-13  500  10  1800.0013    35.3871    1.3817  257.2783  0.0000  194.2293   90379   90376   814576537
DT500-13  500  10  1800.0012    12.9995    0.8100  264.2698  0.0000  194.2293   90001   89991  3786330777
DT500-13  500  10  1800.0012   137.0867    1.3817  257.2783  0.0000  194.2293   90121   90118  4184729091
DT500-13  500  10  1800.0012    12.2472    2.2461  275.3310  0.0000  194.2293   89454   89448  2319519435
DT500-13  500  10  1800.0012    12.2064    1.7990  265.9189  0.0000  194.2293   90147   90140  3743435713
DT500-13  500  10  1800.0013    46.9809    1.8044  265.0057  0.0000  194.2293   90507   90503  2801022748
DT500-14  500  10  1800.0011     3.2563    0.4323  348.2255  0.0000  193.2102   90635   90630  1059467157
DT500-14  500  10  1800.0012     5.0538    0.9303  251.2034  0.0000  193.2102   91619   91615  1037050144
DT500-14  500  10  1800.0012     8.9145    0.3900  303.5117  0.0000  193.2102   90369   90367   146373303
DT500-14  500  10  1800.0018     8.8562    1.3105  286.6566  0.0000  193.2102   92079   92077  2472381223
DT500-14  500  10  1800.0026     1.0360    1.0518  245.2736  0.0000  193.2102   91293   91283   241036542
DT500-14  500  10  1800.0011     8.2213    0.0158  262.3858  0.0000  193.2102   91197   91193  2923635561
DT500-14  500  10  1800.0013     9.1122    2.8402  282.0380  0.0000  193.2102   91378   91371  4140450789
DT500-14  500  10  1800.0013     5.5153    0.9211  260.5731  0.0000  193.2102   91099   91096   962038796
DT500-14  500  10  1800.0011     7.8064    1.8853  283.2478  0.0000  193.2102   91190   91189  3011331534
DT500-14  500  10  1800.0011     1.0862    1.8820  228.2319  0.0000  193.2102   90994   90992  3792355176
DT500-15  500  10  1800.0037     5.5112    0.2198  229.7668  0.0000  189.1196  147176  147172  1240407454
DT500-15  500  10  1800.0035     1.4119    1.2088  304.9456  0.0000  189.1196  146570  146567  1565727942
DT500-15  500  10  1800.0019    10.9981    1.4331  304.3745  0.0000  189.1196  146787  146783  3578956525
DT500-15  500  10  1800.0020     0.7083    1.4610  280.1364  0.0000  189.1196  146940  146935  3864044316
DT500-15  500  10  1800.0019     0.3277    1.1757  254.7561  0.0000  189.1196  146369  146367  3657934619
DT500-15  500  10  1800.0019     5.9840    0.9927  254.7561  0.0000  189.1196  146577  146574  3699500877
DT500-15  500  10  1800.0029     2.3892    1.2803  288.0018  0.0000  189.1196  147366  147360  2567266486
DT500-15  500  10  1800.0022     7.2368    3.4829  265.5025  0.0000  189.1196  147226  147223  1607583765
DT500-15  500  10  1800.0019     4.5387    0.2313  320.0446  0.0000  189.1196  146485  146481  1652695843
DT500-15  500  10  1800.0024    10.9434    1.6780  266.0974  0.0000  189.1196  147552  147545   321399608
DT500-16  500  10  1800.0012    68.2258    2.1779  275.2044  0.0000  199.2495   92057   92052   772156681
DT500-16  500  10  1800.0013    70.8580    1.6167  223.4432  0.0000  199.2495   93022   93019  3253493337
DT500-16  500  10  1800.0012    41.8845    1.2296  346.7958  0.0000  199.2495   92680   92676  3973611935
